subject,session,prob
LTP427,9,0.6635076325459613
LTP429,5,0.6735582020231539
LTP429,6,0.6121683479018811
LTP429,7,0.6267875165628795
LTP429,8,0.6909481966242815
LTP429,9,0.6375639979012162
LTP430,5,0.8935978328925321
LTP430,6,0.7546828994246734
LTP430,7,0.8370806795149841
LTP430,8,0.8026769116373373
LTP430,9,0.8579051150984828
LTP431,5,0.8592057191947425
LTP431,6,0.8032887054355616
LTP431,7,0.8387614984954425
LTP431,8,0.8460769081693218
LTP431,9,0.788765757541488
LTP433,5,0.8062398081434595
LTP433,6,0.7996254402181643
LTP433,7,0.8645273837578036
LTP435,5,0.6338273904604408
LTP435,6,0.761211344800159
LTP435,7,0.813977368662307
LTP436,5,0.7820801974538719
LTP436,6,0.8259172071882304
LTP436,7,0.7936850705988111
LTP436,8,0.8222020576851856
